listing_id,Space Word Count,Description Word Count,host_response_rate,host_acceptance_rate,host_is_superhost,is_location_exact,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
197931,27,170,N/A,67%,f,t,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,121,94,95,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.88
197942,178,174,100%,94%,t,t,Entire home/apt,4,1,2,2,Real Bed,$99.00 ,342,226,96,10,10,10,10,10,10,f,f,flexible,t,t,2.13
198028,118,180,100%,0%,f,t,Shared room,1,1,1,2,Real Bed,$50.00 ,359,16,97,9,10,10,10,10,10,f,f,flexible,t,t,0.15
199312,197,195,100%,94%,f,t,Private room,2,1,1,1,Futon,$100.00 ,337,288,97,10,9,10,10,10,9,t,f,strict_14_with_grace_period,f,f,2.69
200645,45,45,N/A,N/A,f,t,Shared room,1,,1,1,Real Bed,$90.00 ,0,0,,,,,,,,f,f,flexible,f,f,
200955,157,160,100%,33%,f,t,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,364,26,91,9,8,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.24
201173,123,185,N/A,100%,f,t,Entire home/apt,2,1,1,2,Real Bed,$100.00 ,37,31,95,9,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.32
201992,148,165,N/A,0%,f,t,Entire home/apt,4,1,1,2,Real Bed,$190.00 ,312,106,97,10,10,10,10,10,10,f,f,moderate,f,f,1.39
202273,179,180,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$67.00 ,0,72,88,9,9,9,10,8,9,f,f,strict_14_with_grace_period,t,t,0.68
203901,138,157,N/A,N/A,f,t,Entire home/apt,4,1,1,1,Real Bed,$190.00 ,0,8,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.07
204065,174,167,100%,93%,t,t,Entire home/apt,6,1,1,4,Real Bed,$248.00 ,365,66,90,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.62
204833,178,171,N/A,14%,f,t,Private room,2,1,1,1,Real Bed,$100.00 ,159,9,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.09
205043,185,177,100%,69%,t,t,Private room,4,1,1,1,Real Bed,$150.00 ,167,366,96,9,9,9,10,10,9,f,f,strict_14_with_grace_period,f,f,6.37
205485,148,156,N/A,100%,f,t,Entire home/apt,3,1,1,2,Real Bed,$145.00 ,359,135,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.27
205735,165,172,50%,80%,t,t,Private room,1,1,1,1,Airbed,$41.00 ,44,66,96,10,9,10,10,9,10,f,f,moderate,f,t,0.63
205867,134,134,100%,84%,f,t,Entire home/apt,3,1,1,0,Real Bed,$120.00 ,347,100,94,10,9,10,10,9,9,f,f,moderate,f,f,1.01
206316,92,92,N/A,N/A,f,t,Entire home/apt,2,1,0,2,Real Bed,$157.00 ,0,4,95,10,10,10,10,10,10,f,f,moderate,f,f,0.12
206473,75,139,100%,53%,f,t,Entire home/apt,4,1.5,2,3,Real Bed,$175.00 ,125,7,90,8,9,10,10,10,9,f,f,flexible,f,f,0.09
206772,110,163,0%,23%,f,t,Entire home/apt,2,1,1,1,Real Bed,$195.00 ,349,37,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,f,0.36
206957,179,179,75%,12%,f,t,Entire home/apt,4,1,1,2,Real Bed,$70.00 ,74,129,92,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.21
208122,168,168,N/A,60%,f,t,Entire home/apt,2,1,0,1,Real Bed,$125.00 ,0,34,94,10,8,10,9,9,9,f,f,strict_14_with_grace_period,f,f,0.32
208148,141,141,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$185.00 ,0,14,96,9,10,10,10,10,10,f,f,flexible,f,f,0.13
208889,170,170,100%,97%,f,t,Entire home/apt,4,1,2,2,Real Bed,$145.00 ,109,52,91,10,8,10,10,9,9,t,f,strict_14_with_grace_period,f,f,0.49
209310,167,161,100%,95%,t,t,Private room,2,1,1,1,Real Bed,$50.00 ,250,281,98,10,10,10,10,10,10,f,f,moderate,f,f,2.8
211078,165,165,100%,90%,t,t,Entire home/apt,4,1,1,1,Real Bed,$185.00 ,220,228,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,2.14
211152,169,168,93%,94%,t,t,Entire home/apt,3,1,1,1,Real Bed,$150.00 ,0,17,98,10,10,10,10,10,9,t,f,strict_14_with_grace_period,t,f,0.16
211974,180,182,N/A,80%,f,t,Entire home/apt,2,1,1,1,Real Bed,$250.00 ,89,72,95,10,9,10,10,10,9,f,f,moderate,f,f,0.68
212109,107,149,N/A,40%,f,t,Private room,1,1,2,2,Real Bed,$80.00 ,363,10,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.18
212178,23,190,N/A,78%,t,t,Entire home/apt,2,1,1,1,Real Bed,$230.00 ,183,201,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.89
212544,173,162,N/A,N/A,f,t,Entire home/apt,3,1.5,1,1,Real Bed,$100.00 ,0,9,93,9,9,10,10,8,9,f,f,flexible,f,t,0.09
214917,115,181,100%,N/A,f,t,Entire home/apt,3,1,1,2,Real Bed,$80.00 ,101,2,100,10,10,8,8,10,10,f,f,flexible,f,f,0.04
215560,157,157,100%,94%,t,t,Private room,2,1,1,1,Real Bed,$79.00 ,280,175,95,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,1.64
215784,169,167,100%,81%,f,f,Entire home/apt,4,1,0,2,Real Bed,$200.00 ,0,29,90,9,9,10,9,10,9,t,f,strict_14_with_grace_period,f,f,0.27
216080,122,168,100%,100%,t,t,Private room,2,1,1,1,Real Bed,$125.00 ,292,68,97,10,10,10,10,10,9,t,f,flexible,f,f,0.64
217580,153,150,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,340,7,91,9,9,9,10,9,9,f,f,moderate,f,f,0.07
218358,84,168,N/A,75%,t,t,Private room,1,1,1,1,Real Bed,$80.00 ,277,22,93,10,8,10,10,10,10,f,f,flexible,f,f,0.34
219066,99,99,0%,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,333,28,97,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.27
219922,179,174,100%,57%,f,t,Private room,1,1,1,2,Real Bed,$100.00 ,68,37,95,10,9,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.38
220563,179,179,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$75.00 ,0,59,94,9,9,9,10,8,9,f,f,strict_14_with_grace_period,t,t,0.55
220946,177,167,N/A,95%,f,t,Entire home/apt,2,1,1,1,Real Bed,$146.00 ,267,154,91,9,9,9,9,9,8,f,f,moderate,f,t,1.46
221097,158,152,70%,33%,f,t,Entire home/apt,3,1,1,1,Real Bed,$102.00 ,281,22,100,10,10,10,10,10,10,f,f,moderate,f,f,0.21
222304,52,58,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$199.00 ,19,34,96,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.32
222913,183,183,N/A,100%,f,t,Entire home/apt,5,1,2,2,Real Bed,$127.00 ,335,223,93,10,9,10,10,9,9,t,f,flexible,f,f,2.15
223930,82,147,N/A,33%,f,t,Entire home/apt,2,1,1,0,Real Bed,$150.00 ,363,24,95,10,10,10,10,10,9,f,f,moderate,f,f,0.23
224004,167,175,N/A,79%,f,t,Private room,2,1,1,1,Real Bed,$69.00 ,0,68,92,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.65
224510,178,178,N/A,50%,f,t,Entire home/apt,2,0,1,0,Real Bed,$230.00 ,0,19,98,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.2
225297,85,159,N/A,67%,f,f,Entire home/apt,2,1,0,2,Futon,$95.00 ,0,5,96,9,8,9,9,10,9,f,f,moderate,f,f,0.05
225306,158,158,100%,94%,t,t,Private room,2,1,1,1,Real Bed,$79.00 ,280,137,97,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.29
225354,84,92,100%,13%,f,t,Entire home/apt,2,1,1,1,Real Bed,$150.00 ,363,11,96,10,9,10,9,10,9,f,f,flexible,f,f,0.1
225926,188,186,70%,81%,t,t,Private room,2,1,1,1,Real Bed,$191.00 ,361,185,98,10,10,10,10,10,10,f,f,flexible,t,t,1.74
225976,176,174,100%,82%,f,t,Entire home/apt,3,1,1,1,Real Bed,$75.00 ,300,82,90,9,9,10,10,9,9,t,f,strict_14_with_grace_period,f,f,0.77
226021,174,165,100%,87%,t,t,Entire home/apt,5,1,2,3,Real Bed,$220.00 ,175,150,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,1.42
226334,49,166,40%,54%,f,t,Entire home/apt,2,1,0,1,Real Bed,$125.00 ,365,20,94,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.61
226637,148,180,100%,100%,f,t,Private room,2,1,1,2,Couch,$80.00 ,6,7,91,10,9,9,9,9,10,t,f,moderate,f,f,1.43
227715,167,167,100%,100%,f,t,Entire home/apt,3,1,1,1,Pull-out Sofa,$80.00 ,355,255,92,9,9,10,10,9,9,t,f,strict_14_with_grace_period,f,f,2.4
227735,159,180,75%,93%,t,t,Entire home/apt,5,1,2,4,Real Bed,$250.00 ,77,163,97,10,10,10,10,10,10,f,f,flexible,t,t,1.54
228317,166,168,100%,100%,t,t,Entire home/apt,6,1,1,2,Real Bed,$135.00 ,295,89,98,10,10,10,10,9,10,t,f,strict_14_with_grace_period,f,t,0.84
228517,166,183,N/A,50%,f,t,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,329,59,90,9,9,10,10,9,9,f,f,moderate,t,t,0.57
228925,185,185,N/A,50%,f,t,Entire home/apt,2,1,1,2,Real Bed,$100.00 ,363,63,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.4
228979,178,174,N/A,50%,f,t,Private room,1,1,1,1,Real Bed,$130.00 ,365,57,97,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.54
229367,54,174,100%,99%,f,t,Private room,2,1,1,1,Real Bed,$89.00 ,360,297,94,10,9,10,9,9,9,t,f,strict_14_with_grace_period,t,t,2.82
229668,178,178,N/A,100%,f,f,Private room,1,,1,1,Real Bed,$60.00 ,89,43,96,10,10,10,9,9,10,f,f,flexible,t,t,0.41
229874,133,133,N/A,N/A,f,t,Entire home/apt,2,1,0,1,Real Bed,$200.00 ,0,1,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.01
230321,165,164,N/A,23%,f,t,Entire home/apt,3,1,1,1,Real Bed,$99.00 ,90,42,96,9,8,10,10,9,9,f,f,strict_14_with_grace_period,t,t,0.42
230877,169,171,N/A,71%,f,t,Entire home/apt,2,1,1,1,Real Bed,$125.00 ,365,115,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,1.09
231154,172,172,50%,84%,f,t,Private room,3,1,1,1,Real Bed,$70.00 ,365,31,84,8,9,8,8,7,8,f,f,strict_14_with_grace_period,f,f,0.29
231194,168,168,100%,96%,f,t,Entire home/apt,5,1,2,3,Real Bed,$199.00 ,354,319,92,10,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,3.11
231414,92,92,N/A,N/A,f,t,Private room,3,1,1,2,Real Bed,$270.00 ,346,2,100,9,10,10,10,10,9,t,f,moderate,f,f,0.02
232612,181,180,100%,100%,t,t,Entire home/apt,2,1,0,1,Real Bed,$110.00 ,301,333,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,3.16
233189,175,181,100%,100%,f,t,Entire home/apt,2,1,0,1,Real Bed,$179.00 ,266,89,91,10,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.85
233348,191,190,75%,32%,f,t,Private room,1,1,1,1,Real Bed,$70.00 ,365,23,92,9,8,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.22
233638,126,194,100%,25%,f,t,Private room,2,1,1,2,Real Bed,$55.00 ,362,20,95,9,8,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.23
233662,161,170,N/A,86%,t,t,Private room,2,1,1,1,Real Bed,$110.00 ,270,66,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.63
234184,164,169,100%,100%,t,t,Entire home/apt,8,2,4,4,Real Bed,$325.00 ,228,101,97,10,9,10,10,10,10,t,f,moderate,f,f,0.96
234870,188,189,100%,13%,f,t,Private room,1,1,1,2,Real Bed,$75.00 ,190,65,95,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.66
235552,161,149,N/A,60%,f,t,Entire home/apt,5,2,3,3,Real Bed,$300.00 ,0,47,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.46
235651,186,174,N/A,90%,t,t,Private room,3,1,1,1,Real Bed,$110.00 ,364,86,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.82
235951,140,151,100%,85%,f,t,Entire home/apt,2,1,1,1,Real Bed,$170.00 ,281,143,94,10,9,10,10,10,9,f,f,moderate,f,t,1.36
235960,167,181,N/A,50%,f,t,Entire home/apt,3,1,1,1,Real Bed,$200.00 ,181,101,93,9,8,10,10,10,8,f,f,flexible,f,f,0.96
236267,178,178,100%,87%,f,t,Entire home/apt,2,1,1,2,Real Bed,$178.00 ,358,32,100,10,10,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.31
236671,136,168,100%,95%,t,t,Entire home/apt,1,1,1,3,Real Bed,$180.00 ,232,162,96,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.57
236806,66,176,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,$160.00 ,0,0,,,,,,,,f,f,moderate,f,f,
237127,164,161,100%,48%,f,t,Entire home/apt,6,1,1,3,Real Bed,$99.00 ,365,142,87,9,9,10,10,10,8,f,f,strict_14_with_grace_period,f,f,1.44
237210,152,155,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$241.00 ,62,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
239055,137,138,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$300.00 ,0,2,80,8,7,10,10,10,8,f,f,moderate,f,f,0.02
239733,198,185,N/A,100%,f,t,Entire home/apt,1,1,1,1,Real Bed,$75.00 ,363,53,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.51
239766,173,167,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$100.00 ,0,8,97,10,9,9,10,9,9,f,f,moderate,f,f,0.09
239826,151,151,N/A,N/A,f,t,Entire home/apt,3,1,1,0,Real Bed,$399.00 ,0,0,,,,,,,,t,f,strict_14_with_grace_period,f,f,
239883,52,169,100%,95%,t,t,Private room,2,1,1,1,Real Bed,$85.00 ,89,133,97,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.27
239899,162,164,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$80.00 ,64,6,100,10,9,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.12
240800,142,142,N/A,92%,t,t,Private room,1,1,1,1,Real Bed,$57.00 ,365,164,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,1.57
241140,188,186,70%,81%,t,t,Private room,4,1,2,2,Real Bed,$350.00 ,358,47,97,10,10,10,10,10,10,f,f,flexible,t,t,0.45
241159,104,167,N/A,0%,f,t,Entire home/apt,2,1,1,1,Real Bed,$110.00 ,0,8,100,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.22
241862,182,182,N/A,0%,f,t,Entire home/apt,2,1,0,1,Real Bed,$200.00 ,208,37,97,10,9,10,10,10,9,f,f,moderate,f,f,0.35
242532,188,186,70%,81%,t,t,Private room,2,1.5,1,1,Real Bed,$223.00 ,364,135,99,10,10,10,10,10,10,f,f,flexible,t,t,1.29
242585,94,126,N/A,100%,f,t,Entire home/apt,2,1,1,1,Real Bed,$175.00 ,129,17,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.16
242643,105,168,N/A,71%,f,t,Entire home/apt,5,1,1,1,Real Bed,$137.00 ,365,32,91,10,8,9,10,10,9,f,f,strict_14_with_grace_period,f,f,0.34
243229,134,189,N/A,0%,f,t,Entire home/apt,2,1,1,1,Futon,$280.00 ,190,5,95,10,9,10,10,8,10,f,f,strict_14_with_grace_period,f,f,0.05
243708,109,181,95%,99%,f,t,Entire home/apt,6,1,2,2,Real Bed,$199.00 ,84,262,93,10,9,9,10,9,9,t,f,strict_14_with_grace_period,f,t,2.5
245430,169,164,100%,79%,t,t,Entire home/apt,5,2,2,3,Real Bed,$499.00 ,348,36,99,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,t,0.35
245544,169,169,100%,94%,t,t,Private room,2,1,1,1,Real Bed,$42.00 ,282,128,95,10,9,10,10,10,10,f,f,strict_14_with_grace_period,f,f,1.41
245574,48,48,78%,89%,f,t,Entire home/apt,4,1,1,2,Real Bed,$180.00 ,273,185,92,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,1.76
246134,178,178,N/A,0%,f,t,Private room,2,1,1,1,Real Bed,$85.00 ,365,5,95,9,9,9,9,9,9,f,f,strict_14_with_grace_period,t,f,0.05
246351,147,150,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$135.00 ,0,5,85,8,6,9,10,10,8,f,f,strict_14_with_grace_period,f,t,0.06
246916,157,162,100%,98%,t,t,Entire home/apt,2,1,1,1,Real Bed,$79.00 ,295,73,96,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.7
246938,189,184,100%,100%,f,t,Entire home/apt,5,1,2,2,Futon,$149.00 ,348,276,89,9,9,9,9,10,9,t,f,flexible,f,f,2.68
248717,174,170,67%,29%,f,t,Private room,2,1,1,1,Real Bed,$65.00 ,358,14,87,9,9,9,9,10,9,f,f,strict_14_with_grace_period,t,t,0.14
248865,147,164,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,38,95,9,10,9,9,9,9,f,f,strict_14_with_grace_period,f,t,0.37
248871,174,188,93%,90%,f,t,Entire home/apt,8,2,4,4,Real Bed,$700.00 ,344,154,91,9,9,9,10,10,9,f,f,strict_14_with_grace_period,f,f,1.47
249414,149,156,N/A,N/A,f,f,Entire home/apt,2,1,1,1,Real Bed,$246.00 ,0,6,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.12
249618,148,162,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$125.00 ,364,4,75,8,6,10,9,7,9,f,f,strict_14_with_grace_period,t,t,0.05
249804,189,188,100%,93%,t,t,Entire home/apt,4,1,1,2,Real Bed,$130.00 ,169,44,94,10,9,10,10,10,9,t,f,moderate,f,t,0.42
249867,85,85,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$100.00 ,312,7,94,9,9,10,10,8,9,f,f,flexible,t,t,0.07
250259,48,81,N/A,33%,f,t,Entire home/apt,2,1,1,1,Real Bed,$180.00 ,363,168,99,10,10,10,10,10,8,f,f,strict_14_with_grace_period,f,f,3.21
250311,169,174,N/A,N/A,f,t,Private room,1,1,1,1,Real Bed,$150.00 ,0,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
250323,163,162,N/A,N/A,f,t,Entire home/apt,2,1,1,1,Real Bed,$119.00 ,0,49,88,9,9,9,9,9,9,f,f,strict_14_with_grace_period,f,f,0.51
250536,101,156,N/A,0%,f,t,Private room,2,1,1,1,Real Bed,$125.00 ,365,11,100,10,10,10,10,9,10,f,f,flexible,f,f,0.11
250537,72,132,N/A,0%,f,t,Entire home/apt,6,2,2,2,Real Bed,$400.00 ,365,0,,,,,,,,f,f,moderate,f,f,
250801,146,147,100%,100%,t,t,Entire home/apt,6,1,4,4,Real Bed,$850.00 ,295,127,98,10,10,10,10,10,10,t,f,moderate,t,t,1.21
251262,182,184,100%,100%,t,t,Private room,2,1,1,1,Real Bed,$129.00 ,331,273,98,10,10,10,10,10,10,t,f,flexible,f,f,2.63
251277,127,170,100%,68%,t,t,Private room,1,2,1,1,Pull-out Sofa,$140.00 ,364,203,99,10,10,10,10,10,10,f,f,moderate,f,f,1.95
252607,144,144,N/A,N/A,f,t,Entire home/apt,4,1,2,2,Real Bed,$200.00 ,0,49,99,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.47
252865,186,180,N/A,100%,f,t,Private room,1,1,1,1,Real Bed,$67.00 ,0,5,96,10,10,10,10,10,9,f,f,flexible,f,f,0.07
253332,38,181,100%,N/A,f,t,Entire home/apt,6,2,3,5,Real Bed,$96.00 ,240,13,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,t,f,0.13
253466,52,165,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,39,97,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.48
253471,147,164,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,24,97,10,9,9,10,9,9,f,f,strict_14_with_grace_period,f,t,0.28
253475,148,164,100%,95%,t,t,Entire home/apt,4,1,1,0,Real Bed,$199.00 ,352,69,96,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.69
253548,58,147,N/A,91%,f,t,Private room,4,1,1,1,Real Bed,$89.00 ,364,4,95,10,10,9,10,10,10,f,f,moderate,f,f,0.06
253590,148,162,100%,42%,t,t,Entire home/apt,2,1,1,0,Real Bed,$185.00 ,173,22,95,10,9,10,10,10,9,f,f,moderate,t,t,0.27
253623,148,158,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$81.00 ,0,72,91,9,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,0.69
253800,50,166,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,28,94,10,9,9,10,9,9,f,f,strict_14_with_grace_period,f,t,0.27
253803,147,164,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,25,97,9,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.25
253806,147,166,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,46,96,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.45
253811,148,165,100%,95%,t,t,Entire home/apt,4,1,1,2,Real Bed,$199.00 ,352,44,98,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,t,0.42
253815,148,164,100%,95%,t,t,Entire home/apt,4,1,1,0,Real Bed,$199.00 ,352,54,98,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,t,0.54
253828,152,167,100%,95%,t,t,Private room,4,1,1,2,Real Bed,$349.00 ,146,8,100,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,t,0.08
253839,128,168,100%,95%,t,t,Private room,4,1,1,2,Real Bed,$249.00 ,146,4,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,t,0.04
253842,49,161,100%,95%,t,t,Private room,4,1,1,2,Real Bed,$299.00 ,230,6,97,10,10,10,10,10,9,t,f,strict_14_with_grace_period,f,t,0.09
253846,59,117,100%,95%,t,t,Hotel room,2,1,1,1,Real Bed,$179.00 ,146,7,97,10,10,10,10,8,10,f,f,strict_14_with_grace_period,f,t,0.07
254168,147,167,100%,95%,t,t,Private room,6,1,2,3,Real Bed,$599.00 ,146,7,100,10,10,10,10,8,9,f,f,strict_14_with_grace_period,f,t,0.07
254409,181,177,N/A,N/A,f,t,Entire home/apt,3,,1,1,Real Bed,$110.00 ,0,2,90,9,8,10,9,10,9,f,f,moderate,f,t,0.03
255024,89,163,100%,73%,t,t,Entire home/apt,6,2,3,3,Real Bed,$220.00 ,358,199,97,10,10,10,10,9,9,f,f,strict_14_with_grace_period,f,f,2.57
255476,150,144,N/A,42%,f,t,Private room,2,1,1,1,Real Bed,$89.00 ,362,31,98,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.64
255601,176,176,100%,98%,f,t,Entire home/apt,5,1,2,2,Real Bed,$170.00 ,325,212,90,10,9,10,10,9,9,f,f,strict_14_with_grace_period,f,f,2.03
255637,161,158,100%,71%,f,t,Private room,1,1,1,1,Real Bed,$65.00 ,358,42,97,10,10,10,10,10,10,f,f,moderate,f,f,0.45
255957,164,153,100%,37%,f,t,Entire home/apt,4,2,2,2,Real Bed,$495.00 ,364,26,99,10,10,10,10,9,10,f,f,strict_14_with_grace_period,f,f,0.25
257097,169,167,100%,95%,t,t,Entire home/apt,2,1,2,2,Real Bed,$125.00 ,306,34,97,10,9,10,10,9,10,f,f,strict_14_with_grace_period,t,t,0.33
257568,159,171,N/A,N/A,f,t,Private room,2,1,1,1,Airbed,$48.00 ,100,53,95,10,10,10,10,8,10,f,f,moderate,t,f,0.51
257787,177,180,83%,92%,f,t,Entire home/apt,2,1,1,1,Pull-out Sofa,$69.00 ,127,272,94,9,9,10,10,10,9,f,f,strict_14_with_grace_period,f,f,2.6
258397,182,181,100%,96%,t,t,Entire home/apt,4,1,1,1,Real Bed,$139.00 ,259,157,97,10,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,1.5
258686,168,180,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$75.00 ,0,20,95,10,10,10,10,9,10,t,f,strict_14_with_grace_period,t,t,0.21
258688,72,175,N/A,100%,f,t,Entire home/apt,3,1,1,1,Real Bed,$375.00 ,32,46,95,10,10,10,10,10,9,t,f,moderate,t,f,0.45
258690,176,179,N/A,N/A,f,t,Entire home/apt,3,1,2,2,Real Bed,$195.00 ,0,10,100,10,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.11
258740,59,152,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$58.00 ,0,143,97,10,9,10,10,10,10,f,f,moderate,f,f,2.31
258838,165,165,100%,77%,t,t,Entire home/apt,10,1.5,3,4,Real Bed,$250.00 ,321,25,99,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.27
258876,65,160,100%,77%,t,t,Private room,2,1.5,1,1,Real Bed,$50.00 ,312,0,,,,,,,,f,f,strict_14_with_grace_period,f,f,
258930,114,177,N/A,0%,f,t,Entire home/apt,3,1,1,1,Real Bed,$130.00 ,0,4,93,8,6,9,10,8,8,f,f,strict_14_with_grace_period,f,f,0.04
259946,169,169,100%,77%,t,t,Entire home/apt,6,1,1,3,Real Bed,$125.00 ,320,9,93,9,10,10,10,10,10,f,f,strict_14_with_grace_period,f,f,0.09
260765,160,160,100%,100%,f,t,Entire home/apt,2,1,1,2,Real Bed,$189.00 ,365,329,91,9,9,9,10,10,9,t,f,strict_14_with_grace_period,t,t,3.22
261194,175,172,N/A,N/A,f,t,Entire home/apt,6,2,2,2,Real Bed,$130.00 ,0,21,98,10,10,10,10,10,10,t,f,strict_14_with_grace_period,f,f,0.25
261259,176,176,N/A,N/A,f,t,Entire home/apt,2,,1,1,Real Bed,$145.00 ,0,11,91,9,10,10,10,10,9,f,f,strict_14_with_grace_period,f,f,0.11
261344,166,165,100%,49%,f,t,Private room,2,1,1,1,Real Bed,$68.00 ,75,64,95,9,9,10,10,10,9,f,f,strict_14_with_grace_period,t,t,0.62
261674,130,155,N/A,N/A,f,t,Private room,2,1,1,1,Real Bed,$95.00 ,0,20,99,10,10,10,9,10,10,f,f,flexible,f,f,0.28
